,PDBname,affinity
9148,6hva,6.28
9149,1yyr,6.29
9150,2ael,6.29
9151,2g0g,6.29
9152,2xyt,6.29
9153,3f48,6.29
9154,3g3n,6.29
9155,3h8b,6.29
9156,3ipy,6.29
9157,3v2q,6.29
9158,3vhv,6.29
9159,3wth,6.29
9160,4cfw,6.29
9161,4d8z,6.29
9162,4fjz,6.29
9163,4h3a,6.29
9164,4hze,6.29
9165,4jda,6.29
9166,4jju,6.29
9167,4lj5,6.29
9168,4n7u,6.29
9169,4n84,6.29
9170,4qt0,6.29
9171,4r06,6.29
9172,4wj5,6.29
9173,4y2x,6.29
9174,5ap7,6.29
9175,5gut,6.29
9176,5kmf,6.29
9177,5kpl,6.29
9178,5t2t,6.29
9179,5vqy,6.29
9180,5vsc,6.29
9181,5za8,6.29
9182,6bjo,6.29
9183,6cbh,6.29
9184,6e4v,6.29
9185,6ekn,6.29
9186,6elo,6.29
9187,6inm,6.29
9188,6j81,6.29
9189,6o57,6.29
9190,6o5a,6.29
9191,6u5m,6.29
9192,1a2c,6.3
9193,1a5h,6.3
9194,1c7e,6.3
9195,1c9d,6.3
9196,1d4p,6.3
9197,1gqs,6.3
9198,1h24,6.3
9199,1hqh,6.3
9200,1lag,6.3
9201,1m5c,6.3
9202,1oxq,6.3
9203,1pwp,6.3
9204,1w25,6.3
9205,1w51,6.3
9206,1wdn,6.3
9207,1wm1,6.3
9208,1zh7,6.3
9209,2f3r,6.3
9210,2fda,6.3
9211,2i5j,6.3
9212,2jg8,6.3
9213,2nwn,6.3
9214,2oi2,6.3
9215,2or9,6.3
9216,2oyl,6.3
9217,2q89,6.3
9218,2r3f,6.3
9219,2v0n,6.3
9220,2vgo,6.3
9221,2vrj,6.3
9222,2w4i,6.3
9223,2w8f,6.3
9224,2y4l,6.3
9225,2zv2,6.3
9226,3ebl,6.3
9227,3g1m,6.3
9228,3k5v,6.3
9229,3ls4,6.3
9230,3me9,6.3
9231,3mea,6.3
9232,3meu,6.3
9233,3o23,6.3
9234,3qcj,6.3
9235,3ql9,6.3
9236,3s7b,6.3
9237,3t4v,6.3
9238,3t70,6.3
9239,3vzd,6.3
9240,4a9m,6.3
9241,4aaw,6.3
9242,4alg,6.3
9243,4bw3,6.3
9244,4dj7,6.3
9245,4e1k,6.3
9246,4eor,6.3
9247,4etz,6.3
9248,4euv,6.3
9249,4f63,6.3
9250,4fgy,6.3
9251,4i4e,6.3
9252,4kil,6.3
9253,4kio,6.3
9254,4oag,6.3
9255,4ob1,6.3
9256,4ob2,6.3
9257,4oq5,6.3
9258,4pow,6.3
9259,4q08,6.3
9260,4url,6.3
9261,4uyh,6.3
9262,4wf6,6.3
9263,4wq2,6.3
9264,4yfi,6.3
9265,4zfi,6.3
9266,5ajy,6.3
9267,5ar5,6.3
9268,5bjt,6.3
9269,5brn,6.3
9270,5d25,6.3
9271,5dhu,6.3
9272,5hff,6.3
9273,5hh5,6.3
9274,5hmy,6.3
9275,5htl,6.3
9276,5ih5,6.3
9277,5kqd,6.3
9278,5ml0,6.3
9279,5n3w,6.3
9280,5nar,6.3
9281,5nb6,6.3
9282,5w73,6.3
9283,5wqk,6.3
9284,6axb,6.3
9285,6ayd,6.3
9286,6ce2,6.3
9287,6f5m,6.3
9288,6gy1,6.3
9289,6hu3,6.3
9290,6npe,6.3
9291,6qgg,6.3
9292,6qhb,6.3
9293,1nja,6.31
9294,2bal,6.31
9295,2op3,6.31
9296,2p0x,6.31
9297,2pvu,6.31
9298,3hs9,6.31
9299,3k48,6.31
9300,3q44,6.31
9301,3u93,6.31
9302,3uew,6.31
9303,3ur9,6.31
9304,4bg1,6.31
9305,4cpy,6.31
9306,4d1j,6.31
9307,4der,6.31
9308,4e1e,6.31
9309,4nah,6.31
9310,4ovz,6.31
9311,4pvo,6.31
9312,4ufz,6.31
9313,4z6i,6.31
9314,5ey8,6.31
9315,5gmh,6.31
9316,5ix1,6.31
9317,5lss,6.31
9318,5lyh,6.31
9319,5wij,6.31
9320,1t69,6.32
9321,1w3j,6.32
9322,2c9d,6.32
9323,2uyi,6.32
9324,2wnc,6.32
9325,2zb1,6.32
9326,2zga,6.32
9327,3ckt,6.32
9328,3ebh,6.32
9329,3el7,6.32
9330,3m3r,6.32
9331,3qup,6.32
9332,3w9k,6.32
9333,4awq,6.32
9334,4mgc,6.32
9335,4qq5,6.32
9336,4qt2,6.32
9337,4ztq,6.32
9338,5ekm,6.32
9339,5k8n,6.32
9340,5meh,6.32
9341,5vqx,6.32
9342,6czu,6.32
9343,6eb2,6.32
9344,6oco,6.32
9345,6pvw,6.32
9346,6rot,6.32
9347,6upj,6.32
9348,1c29,6.33
9349,1c8v,6.33
9350,1ex8,6.33
9351,1xhm,6.33
9352,1yys,6.33
9353,2qbr,6.33
9354,2y1w,6.33
9355,3dxk,6.33
9356,3hv3,6.33
9357,3hxi,6.33
9358,3nsh,6.33
9359,3u8d,6.33
9360,4i0z,6.33
9361,4nbl,6.33
9362,4nk3,6.33
9363,4tn4,6.33
9364,4v0i,6.33
9365,4zg6,6.33
9366,4zvi,6.33
9367,5ab9,6.33
9368,5fue,6.33
9369,5l3f,6.33
9370,5mrb,6.33
9371,5n49,6.33
9372,5n8w,6.33
9373,5nk7,6.33
9374,5nu5,6.33
9375,5u48,6.33
9376,5u4d,6.33
9377,5u4f,6.33
9378,5x72,6.33
9379,6aa4,6.33
9380,6bgx,6.33
9381,6fzj,6.33
9382,6qw7,6.33
9383,6r7r,6.33
9384,1bdq,6.34
9385,1i00,6.34
9386,1w9v,6.34
9387,1xq0,6.34
9388,2byi,6.34
9389,3cj5,6.34
9390,3iut,6.34
9391,3zk6,6.34
9392,4hev,6.34
9393,4j3u,6.34
9394,4jfw,6.34
9395,4lkm,6.34
9396,4muf,6.34
9397,4pnr,6.34
9398,4qmm,6.34
9399,4qrc,6.34
9400,4z0k,6.34
9401,5bms,6.34
9402,5elz,6.34
9403,5ewz,6.34
9404,5k8v,6.34
9405,5kbe,6.34
9406,5m04,6.34
9407,5up0,6.34
9408,5y0z,6.34
9409,5yr4,6.34
9410,6bin,6.34
9411,6d5j,6.34
9412,6da4,6.34
9413,6ffh,6.34
9414,1cbx,6.35
9415,1gjb,6.35
9416,1gjc,6.35
9417,1mik,6.35
9418,1o48,6.35
9419,1qwf,6.35
9420,1yrs,6.35
9421,2f2c,6.35
9422,2j7f,6.35
9423,2p09,6.35
9424,2qpj,6.35
9425,3ckp,6.35
9426,3ctt,6.35
9427,3ed0,6.35
9428,3eid,6.35
9429,3fr5,6.35
9430,3fvh,6.35
9431,3hik,6.35
9432,3rt8,6.35
9433,4azf,6.35
9434,4eo4,6.35
9435,4hl5,6.35
9436,4i0f,6.35
9437,4i67,6.35
9438,4lq3,6.35
9439,4mk5,6.35
9440,4qvm,6.35
9441,4qw5,6.35
9442,4zpe,6.35
9443,5a2k,6.35
9444,5ctc,6.35
9445,5duc,6.35
9446,5ivv,6.35
9447,5k5e,6.35
9448,5lz5,6.35
9449,5ove,6.35
9450,5tuq,6.35
9451,5tuy,6.35
9452,5u4e,6.35
9453,5vcz,6.35
9454,6cvf,6.35
9455,6j10,6.35
9456,1c5q,6.36
9457,1ela,6.36
9458,1fta,6.36
9459,1o2o,6.36
9460,1o49,6.36
9461,2iws,6.36
9462,2owb,6.36
9463,2y76,6.36
9464,3g90,6.36
9465,3oku,6.36
9466,3t6b,6.36
9467,3t6j,6.36
9468,3uwo,6.36
9469,3v2p,6.36
9470,3wsy,6.36
9471,4anv,6.36
9472,4iti,6.36
9473,4j0y,6.36
9474,4j4v,6.36
9475,4mg7,6.36
9476,4mk7,6.36
9477,4o36,6.36
9478,4psq,6.36
9479,5ant,6.36
9480,5d3x,6.36
9481,5dp8,6.36
9482,5hm0,6.36
9483,5in9,6.36
9484,5u4a,6.36
9485,5ucj,6.36
9486,5ue4,6.36
9487,5wa6,6.36
9488,5wep,6.36
9489,5xo7,6.36
9490,6abp,6.36
9491,6ilq,6.36
9492,6q37,6.36
9493,6rvk,6.36
9494,1g3f,6.37
9495,1gx8,6.37
9496,1hbv,6.37
9497,1hms,6.37
9498,2q9n,6.37
9499,2qpq,6.37
9500,2w9h,6.37
9501,2ym5,6.37
9502,2zdk,6.37
9503,3i7g,6.37
9504,3o88,6.37
9505,3qlm,6.37
9506,3ui2,6.37
9507,4e5h,6.37
9508,4gw1,6.37
9509,4ks3,6.37
9510,4mm4,6.37
9511,4mpe,6.37
9512,4r91,6.37
9513,5d0r,6.37
9514,5fdg,6.37
9515,5g53,6.37
9516,5klz,6.37
9517,5qbv,6.37
9518,5tln,6.37
9519,5u7l,6.37
9520,5uqv,6.37
9521,5vb6,6.37
9522,5vll,6.37
9523,5y53,6.37
9524,6eab,6.37
9525,6u8b,6.37
9526,1qja,6.38
9527,1qjb,6.38
9528,1ukh,6.38
9529,1xm6,6.38
9530,1xnx,6.38
9531,2er0,6.38
9532,2hkf,6.38
9533,2q2c,6.38
9534,2wcg,6.38
9535,2ybu,6.38
9536,3hau,6.38
9537,3l3a,6.38
9538,3oqk,6.38
9539,4f3h,6.38
9540,4nzn,6.38
9541,4tki,6.38
9542,4u6x,6.38
9543,4unn,6.38
9544,4yyt,6.38
9545,5f01,6.38
9546,5nya,6.38
9547,5v7a,6.38
9548,5xig,6.38
9549,6c8c,6.38
9550,6equ,6.38
9551,6m8y,6.38
9552,6q38,6.38
9553,1lol,6.39
9554,1o79,6.39
9555,1ocn,6.39
9556,1xog,6.39
9557,3ess,6.39
9558,3v7d,6.39
9559,3vyd,6.39
9560,4i12,6.39
9561,4q4p,6.39
9562,4yoj,6.39
9563,5akw,6.39
9564,5eom,6.39
9565,5khk,6.39
9566,5nze,6.39
9567,5vqz,6.39
9568,5wyr,6.39
9569,5xqx,6.39
9570,5ylt,6.39
9571,6bgz,6.39
9572,6bkx,6.39
9573,6bqd,6.39
9574,6csq,6.39
9575,6gf9,6.39
9576,6hoq,6.39
9577,6jki,6.39
9578,6nk0,6.39
9579,6r4s,6.39
9580,10gs,6.4
9581,1a07,6.4
9582,1a1b,6.4
9583,1a1c,6.4
9584,1c3r,6.4
9585,1fq4,6.4
9586,1g7v,6.4
9587,1i7c,6.4
9588,1i7z,6.4
9589,1igb,6.4
9590,1jrs,6.4
9591,1nzv,6.4
9592,1rth,6.4
9593,1t2v,6.4
9594,1upk,6.4
9595,1usk,6.4
9596,1yvm,6.4
9597,1z2b,6.4
9598,2a4l,6.4
9599,2ai7,6.4
9600,2c1b,6.4
9601,2cmo,6.4
9602,2g9q,6.4
9603,2jbk,6.4
9604,2n9x,6.4
9605,2nno,6.4
9606,2o2u,6.4
9607,2qqs,6.4
9608,2waj,6.4
9609,2y8c,6.4
9610,2zaz,6.4
9611,2zdl,6.4
9612,3arq,6.4
9613,3dz4,6.4
9614,3jq9,6.4
9615,3k1j,6.4
9616,3kmc,6.4
9617,3ll8,6.4
9618,3lw0,6.4
9619,3o3j,6.4
9620,3pn3,6.4
9621,3rsb,6.4
9622,3s72,6.4
9623,3sfi,6.4
9624,3szm,6.4
9625,3tf6,6.4
9626,3zll,6.4
9627,3zs1,6.4
9628,4afj,6.4
9629,4c7t,6.4
9630,4cff,6.4
9631,4cga,6.4
9632,4dpf,6.4
9633,4e26,6.4
9634,4eu0,6.4
9635,4ff8,6.4
9636,4hcv,6.4
9637,4je7,6.4
9638,4jj7,6.4
9639,4m3b,6.4
9640,4mbc,6.4
9641,4mss,6.4
9642,4o3u,6.4
9643,4p00,6.4
9644,4p02,6.4
9645,4pax,6.4
9646,4pmp,6.4
9647,4qnu,6.4
9648,4qtc,6.4
9649,4r1y,6.4
9650,4rse,6.4
9651,4u79,6.4
9652,4whl,6.4
9653,4x1r,6.4
9654,4xbd,6.4
9655,4xy8,6.4
9656,4yv9,6.4
9657,4zxy,6.4
9658,5a4e,6.4
9659,5c5h,6.4
9660,5dgm,6.4
9661,5e0l,6.4
9662,5f1u,6.4
9663,5g61,6.4
9664,5hh6,6.4
9665,5hz8,6.4
9666,5iuh,6.4
9667,5l8y,6.4
9668,5l9h,6.4
9669,5nsx,6.4
9670,5ovg,6.4
9671,5tex,6.4
9672,5uk8,6.4
9673,5ura,6.4
9674,5v24,6.4
9675,5vqv,6.4
9676,5wa7,6.4
9677,5wdc,6.4
9678,6bny,6.4
9679,6coj,6.4
9680,6dzv,6.4
9681,6f92,6.4
9682,6fel,6.4
9683,6g5u,6.4
9684,6gvz,6.4
9685,6idb,6.4
9686,6npu,6.4
9687,6o9b,6.4
9688,6oa3,6.4
9689,6qw8,6.4
9690,6rj3,6.4
9691,1i80,6.41
9692,1pye,6.41
9693,1syh,6.41
9694,1xor,6.41
9695,2cgf,6.41
9696,2oj9,6.41
9697,2qki,6.41
9698,2qnp,6.41
9699,2wmw,6.41
9700,2xxn,6.41
9701,2xxw,6.41
9702,2xxx,6.41
9703,2zdm,6.41
9704,3k5x,6.41
9705,3mxy,6.41
9706,3r17,6.41
9707,4b5b,6.41
9708,4j0r,6.41
9709,4jq7,6.41
9710,4o1b,6.41
9711,4o2f,6.41
9712,4zuo,6.41
9713,5c20,6.41
9714,5cvd,6.41
9715,5dxe,6.41
9716,5ihh,6.41
9717,5jxn,6.41
9718,5u7j,6.41
9719,5v79,6.41
9720,5wbz,6.41
9721,5wre,6.41
9722,6ar2,6.41
9723,6hk6,6.41
9724,6i65,6.41
9725,6i8l,6.41
9726,6pfj,6.41
9727,6py0,6.41
9728,1o5a,6.42
9729,1r17,6.42
9730,1thl,6.42
9731,1tl1,6.42
9732,1w0y,6.42
9733,2fw3,6.42
9734,2j78,6.42
9735,2jle,6.42
9736,2y36,6.42
9737,3d2e,6.42
9738,3is9,6.42
9739,3rkb,6.42
9740,4i5p,6.42
9741,4itj,6.42
9742,4j0s,6.42
9743,4m5o,6.42
9744,4ufh,6.42
9745,4wnk,6.42
9746,4x1n,6.42
9747,4zyc,6.42
9748,5k4x,6.42
9749,5mm9,6.42
9750,5ugg,6.42
9751,5x62,6.42
9752,6eiq,6.42
9753,6ft3,6.42
9754,6fzp,6.42
9755,6hvi,6.42
9756,6j1l,6.42
9757,6s9x,6.42
9758,1fh9,6.43
9759,1n7j,6.43
9760,1nax,6.43
9761,1t46,6.43
9762,2b07,6.43
9763,2bzz,6.43
9764,2cia,6.43
9765,2fqo,6.43
9766,2ivu,6.43
9767,2q94,6.43
9768,2xch,6.43
9769,3ask,6.43
9770,3q4c,6.43
9771,3v3l,6.43
9772,4cik,6.43
9773,4d3h,6.43
9774,4deb,6.43
9775,4ge1,6.43
9776,4m8t,6.43
9777,4nh9,6.43
9778,4q4r,6.43
9779,4wsk,6.43
9780,4z2j,6.43
9781,5w8j,6.43
9782,5yy4,6.43
9783,6c5h,6.43
9784,6eeo,6.43
9785,6eo0,6.43
9786,6eqs,6.43
9787,6g9u,6.43
9788,6m8q,6.43
9789,6mhc,6.43
9790,6n5c,6.43
9791,6rtw,6.43
9792,6uii,6.43
9793,1j4q,6.44
9794,1jqe,6.44
9795,1qti,6.44
9796,1svh,6.44
9797,2jh5,6.44
9798,2m0u,6.44
9799,2pvm,6.44
9800,2vqj,6.44
9801,2xnp,6.44
9802,2y59,6.44
9803,3d7m,6.44
9804,3ffu,6.44
9805,3pfp,6.44
9806,3s9y,6.44
9807,3wyj,6.44
9808,3zmq,6.44
9809,4da5,6.44
9810,4ea1,6.44
9811,4ea2,6.44
9812,4fmu,6.44
9813,4jfk,6.44
9814,4jfx,6.44
9815,4jg6,6.44
9816,4l2k,6.44
9817,4os6,6.44
9818,4oya,6.44
9819,4pde,6.44
9820,4q3u,6.44
9821,4qaa,6.44
9822,4tjy,6.44
9823,4wz4,6.44
9824,5al2,6.44
9825,5fdo,6.44
9826,5ivy,6.44
9827,5ny1,6.44
9828,5vfd,6.44
9829,5w44,6.44
9830,5w84,6.44
9831,5wbl,6.44
9832,5wef,6.44
9833,6dqa,6.44
9834,6e5s,6.44
9835,6ekd,6.44
9836,6hqy,6.44
9837,6qr3,6.44
9838,3d32,6.45
9839,3qw5,6.45
9840,4kwo,6.45
9841,5fut,6.45
9842,5jss,6.45
9843,5m7m,6.45
9844,5uwm,6.45
9845,5ye9,6.45
9846,6n5h,6.45
9847,6oht,6.45
9848,1gt3,6.46
9849,1m2r,6.46
9850,1q4w,6.46
9851,1r5y,6.46
9852,1ro6,6.46
9853,1w2k,6.46
9854,1wbn,6.46
9855,2c6m,6.46
9856,2ohv,6.46
9857,2vwu,6.46
9858,2xd9,6.46
9859,2xdx,6.46
9860,2y4m,6.46
9861,3anr,6.46
9862,3i6m,6.46
9863,3kdu,6.46
9864,3o8p,6.46
9865,3pd8,6.46
9866,3tnh,6.46
9867,3zy2,6.46
9868,4dgn,6.46
9869,4hyb,6.46
9870,4m0y,6.46
9871,4n07,6.46
9872,4w4y,6.46
9873,4x2i,6.46
9874,4ymh,6.46
9875,5ap4,6.46
9876,5dbm,6.46
9877,5efj,6.46
9878,5fl0,6.46
9879,5hka,6.46
9880,5iwg,6.46
9881,5ndd,6.46
9882,5o91,6.46
9883,5uc4,6.46
9884,5vb5,6.46
9885,5w4e,6.46
9886,6epy,6.46
9887,6qi7,6.46
9888,7abp,6.46
9889,1aqj,6.47
9890,1bxl,6.47
9891,1j01,6.47
9892,1o9k,6.47
9893,1wbt,6.47
9894,2o64,6.47
9895,2xu4,6.47
9896,3cm2,6.47
9897,3gcq,6.47
9898,3s78,6.47
9899,3tfp,6.47
9900,3zh8,6.47
9901,4aft,6.47
9902,4fea,6.47
9903,4ju4,6.47
9904,4jzb,6.47
9905,4mhy,6.47
9906,4mq6,6.47
9907,4psx,6.47
9908,4rd3,6.47
9909,4uv8,6.47
9910,4zhl,6.47
9911,4zji,6.47
9912,5ai1,6.47
9913,5c11,6.47
9914,5cgv,6.47
9915,5he5,6.47
9916,5j8u,6.47
9917,5mes,6.47
9918,5nsp,6.47
9919,5y21,6.47
9920,6b4l,6.47
9921,6d8e,6.47
9922,6ilz,6.47
9923,6np3,6.47
9924,6ntj,6.47
9925,6pxc,6.47
9926,6qzb,6.47
9927,1c50,6.48
9928,1f4g,6.48
9929,1gpn,6.48
9930,1q9m,6.48
9931,1rpj,6.48
9932,2f89,6.48
9933,2hz0,6.48
9934,2nqg,6.48
9935,2oz5,6.48
9936,2q2n,6.48
9937,2w6p,6.48
9938,2w71,6.48
9939,2wnj,6.48
9940,2x24,6.48
9941,2y5l,6.48
9942,3cph,6.48
9943,3g3r,6.48
9944,3gsm,6.48
9945,3ieo,6.48
9946,3nc9,6.48
9947,3ogx,6.48
9948,3p3u,6.48
9949,4e67,6.48
9950,4kon,6.48
9951,4mg8,6.48
9952,4n7e,6.48
9953,4nat,6.48
9954,4pvv,6.48
9955,4q0a,6.48
9956,4q3t,6.48
9957,4yoi,6.48
9958,5etq,6.48
9959,5fq9,6.48
9960,5gic,6.48
9961,5may,6.48
9962,5mfs,6.48
9963,5wgq,6.48
9964,5yve,6.48
9965,5yyf,6.48
9966,6a73,6.48
9967,6bx6,6.48
9968,6e7v,6.48
9969,6ek3,6.48
9970,6fe0,6.48
9971,6hvr,6.48
9972,6ql1,6.48
9973,1dl7,6.49
9974,1fsw,6.49
9975,1ru2,6.49
9976,1s4d,6.49
9977,1x11,6.49
9978,2h02,6.49
9979,2qf6,6.49
9980,2ygu,6.49
9981,3ara,6.49
9982,3bft,6.49
9983,3bum,6.49
9984,3h0j,6.49
9985,3mho,6.49
9986,3mj5,6.49
9987,3muf,6.49
9988,3nw3,6.49
9989,3qar,6.49
9990,3qel,6.49
9991,3s0b,6.49
9992,3u6a,6.49
9993,3u8h,6.49
9994,3wut,6.49
9995,4brx,6.49
9996,4d8s,6.49
9997,4eoy,6.49
9998,4gv8,6.49
9999,4hw3,6.49
10000,4mwb,6.49
10001,4v11,6.49
10002,4yee,6.49
10003,4z68,6.49
10004,5ar7,6.49
10005,5cu4,6.49
10006,5h19,6.49
10007,5i2f,6.49
10008,5nw2,6.49
10009,5nxq,6.49
10010,5oq7,6.49
10011,5tuo,6.49
10012,5vd0,6.49
10013,5vnd,6.49
10014,5xhz,6.49
10015,6dqb,6.49
10016,6fky,6.49
10017,6fpu,6.49
10018,6ftw,6.49
10019,6hv5,6.49
10020,6q54,6.49
10021,6qz6,6.49
10022,6qz7,6.49
10023,1xa5,6.5
10024,2g72,6.5
10025,2gj4,6.5
10026,2weg,6.5
10027,3bwj,6.5
10028,3qcs,6.5
10029,4ith,6.5
10030,4kzu,6.5
10031,4mme,6.5
10032,4mw4,6.5
10033,4oc0,6.5
10034,4qws,6.5
10035,4yxi,6.5
10036,5kew,6.5
10037,5tt8,6.5
10038,6o5t,6.5
10039,6rfw,6.5
10040,1h3c,6.51
10041,1vwf,6.51
10042,2jdh,6.51
10043,2jkt,6.51
10044,2usn,6.51
10045,2wtc,6.51
10046,2xjj,6.51
10047,2y56,6.51
10048,3cj4,6.51
10049,3gds,6.51
10050,3hf8,6.51
10051,3hv4,6.51
10052,3k5u,6.51
10053,3r93,6.51
10054,3wmc,6.51
10055,4bo9,6.51
10056,4e3o,6.51
10057,4fut,6.51
10058,4hlg,6.51
10059,4nka,6.51
10060,4zbi,6.51
10061,5fdp,6.51
10062,5j31,6.51
10063,5jvi,6.51
10064,5kqf,6.51
10065,5lgt,6.51
10066,5t8o,6.51
10067,6bix,6.51
10068,6faf,6.51
10069,6idz,6.51
10070,6if0,6.51
10071,6nyv,6.51
10072,1alw,6.52
10073,1ct8,6.52
10074,1esz,6.52
10075,1g74,6.52
10076,1gt4,6.52
10077,1h28,6.52
10078,1j80,6.52
10079,1k3q,6.52
10080,1k9s,6.52
10081,1m21,6.52
10082,1mqh,6.52
10083,1qy1,6.52
10084,1rsd,6.52
10085,1w1d,6.52
10086,1zhy,6.52
10087,2f9b,6.52
10088,2fx8,6.52
10089,2gz7,6.52
10090,2h4g,6.52
10091,2ima,6.52
10092,2jql,6.52
10093,2nn7,6.52
10094,2nt7,6.52
10095,2ntf,6.52
10096,2o4h,6.52
10097,2off,6.52
10098,2oxy,6.52
10099,2pfy,6.52
10100,2rc8,6.52
10101,2v3e,6.52
10102,2vev,6.52
10103,2w0p,6.52
10104,2w73,6.52
10105,2x2k,6.52
10106,2zft,6.52
10107,3bva,6.52
10108,3c10,6.52
10109,3dx3,6.52
10110,3g2v,6.52
10111,3hio,6.52
10112,3hjo,6.52
10113,3hzv,6.52
10114,3ljj,6.52
10115,3o9p,6.52
10116,3p4q,6.52
10117,3qkk,6.52
10118,3rwf,6.52
10119,3uo4,6.52
10120,3zm6,6.52
10121,4aig,6.52
10122,4bo3,6.52
10123,4bqx,6.52
10124,4dko,6.52
10125,4dkr,6.52
10126,4ez5,6.52
10127,4ezo,6.52
10128,4fiv,6.52
10129,4krs,6.52
10130,4loj,6.52
10131,4nj3,6.52
10132,4og5,6.52
10133,4pvt,6.52
10134,4qme,6.52
10135,4qps,6.52
10136,4r0i,6.52
10137,4rxd,6.52
10138,4tzn,6.52
10139,4tzq,6.52
10140,4uj1,6.52
10141,4ydq,6.52
10142,4zeb,6.52
10143,5al4,6.52
10144,5est,6.52
10145,5etr,6.52
10146,5fcw,6.52
10147,5fqb,6.52
10148,5g60,6.52
10149,5ien,6.52
10150,5kau,6.52
10151,5nw0,6.52
10152,5o7n,6.52
10153,5wap,6.52
10154,5wfm,6.52
10155,5zia,6.52
10156,6axk,6.52
10157,6biv,6.52
10158,6e7w,6.52
10159,6eum,6.52
10160,6fbv,6.52
10161,6fkp,6.52
10162,6hx1,6.52
10163,6iez,6.52
10164,6nkp,6.52
10165,6o6g,6.52
10166,6ovc,6.52
10167,6pek,6.52
10168,6rj5,6.52
10169,2p7g,6.53
10170,3ama,6.53
10171,3wtj,6.53
10172,3wtk,6.53
10173,4mmf,6.53
10174,4qvl,6.53
10175,5a0e,6.53
10176,5alm,6.53
10177,6kdx,6.53
10178,1d3q,6.54
10179,1drv,6.54
10180,1h39,6.54
10181,1hvy,6.54
10182,1o3l,6.54
10183,1vyz,6.54
10184,1zz3,6.54
10185,2evc,6.54
10186,2h21,6.54
10187,2jdk,6.54
10188,2zfs,6.54
10189,2zhd,6.54
10190,2zns,6.54
10191,3b8z,6.54
10192,3d0b,6.54
10193,3exf,6.54
10194,3fuz,6.54
10195,3g4k,6.54
10196,3hii,6.54
10197,3jvs,6.54
10198,3mxc,6.54
10199,3piy,6.54
10200,3pvu,6.54
10201,3sl8,6.54
10202,3sr4,6.54
10203,4a4v,6.54
10204,4aqh,6.54
10205,4btx,6.54
10206,4ht2,6.54
10207,4leq,6.54
10208,4p0b,6.54
10209,4pl3,6.54
10210,4ps5,6.54
10211,4pv5,6.54
10212,4rfr,6.54
10213,4u90,6.54
10214,4uac,6.54
10215,4uu8,6.54
10216,4w9k,6.54
10217,5cfa,6.54
10218,5cqu,6.54
10219,5hk9,6.54
10220,5lsy,6.54
10221,5n69,6.54
10222,5wdw,6.54
10223,5z5v,6.54
10224,5zh2,6.54
10225,6ajh,6.54
10226,6eeh,6.54
10227,6gfs,6.54
10228,6mo1,6.54
10229,6oio,6.54
10230,6q8k,6.54
10231,6u8o,6.54
10232,1dhj,6.55
10233,1h3a,6.55
10234,1hmr,6.55
10235,1hp5,6.55
10236,1n4h,6.55
10237,1q4k,6.55
10238,1umw,6.55
10239,1yc4,6.55
10240,1yda,6.55
10241,2bok,6.55
10242,2fgh,6.55
10243,2i3v,6.55
10244,2n27,6.55
10245,2uw6,6.55
10246,2xxr,6.55
10247,3cho,6.55
10248,3s0e,6.55
10249,4clb,6.55
10250,4frj,6.55
10251,4iue,6.55
10252,4k42,6.55
10253,4o9s,6.55
10254,4og3,6.55
10255,4qp8,6.55
10256,4tkf,6.55
10257,4x2s,6.55
10258,5cxi,6.55
10259,5he1,6.55
10260,5he3,6.55
10261,5hyx,6.55
10262,5ijj,6.55
10263,5jaz,6.55
10264,5nt0,6.55
10265,5ovh,6.55
10266,5sym,6.55
10267,5tpx,6.55
10268,5twh,6.55
10269,5wzs,6.55
10270,5z95,6.55
10271,6aqq,6.55
10272,6bnt,6.55
10273,6bu3,6.55
10274,6e5t,6.55
10275,6e9w,6.55
10276,6ea2,6.55
10277,6fzg,6.55
10278,2khh,6.56
10279,2zq2,6.56
10280,4db7,6.56
10281,4lbu,6.56
10282,4lnb,6.56
10283,5h5o,6.56
10284,5oaj,6.56
10285,5u2e,6.56
10286,5yyb,6.56
10287,6df1,6.56
10288,6f3b,6.56
10289,6hmb,6.56
10290,6hv0,6.56
10291,6k05,6.56
10292,1ft4,6.57
10293,1gzv,6.57
10294,1sld,6.57
10295,1ujk,6.57
10296,1wva,6.57
10297,1y2c,6.57
10298,1zub,6.57
10299,2c6l,6.57
10300,2cv3,6.57
10301,2fqy,6.57
10302,2hzl,6.57
10303,2lbm,6.57
10304,2m3z,6.57
10305,2pwc,6.57
10306,2r9b,6.57
10307,3cgf,6.57
10308,3cm7,6.57
10309,3il6,6.57
10310,3lc5,6.57
10311,3ove,6.57
10312,3qox,6.57
10313,3rbm,6.57
10314,3sax,6.57
10315,3tfn,6.57
10316,3wci,6.57
10317,4byj,6.57
10318,4fs4,6.57
10319,4ge5,6.57
10320,4jgv,6.57
10321,4l0i,6.57
10322,4la7,6.57
10323,4mzo,6.57
10324,4nnn,6.57
10325,4py2,6.57
10326,4x68,6.57
10327,4zum,6.57
10328,5aln,6.57
10329,5c7n,6.57
10330,5er2,6.57
10331,5evz,6.57
10332,5g1a,6.57
10333,5jnl,6.57
10334,5lpr,6.57
10335,5nwk,6.57
10336,5vcy,6.57
10337,6biz,6.57
10338,6bky,6.57
10339,6cw8,6.57
10340,6ecz,6.57
10341,6hkm,6.57
10342,6ink,6.57
10343,6oiq,6.57
10344,6s9c,6.57
